"Game Reference Key","Notes","Displayed Text","Alternate Text","Frequency","Requires Suffix","Misc."
"visit |story.flophouse.name|",,"Navštivte |story.flophouse.name|",,,,"11:31 25/10/2022"
"check notice board",,"Zkontrolujte nástěnku",,,,"11:49 25/10/2022"
"you can change the decor of your apartment using the inventory menu (|controls.weaponselect|) (optional)",,"Výzdobu svého bytu můžete změnit pomocí menu inventáře (|controls.weaponselect|) (volitelné)",,,,"15:21 25/10/2022"
"work towards retirement by advancing social ranks (optional)",,"Pracujte na důchodu postupováním v sociálních hodnostech (volitelné)",,,,"15:21 25/10/2022"
"you can close this case when ready by using the resolve button",,"Tento případ můžete uzavřít, když budete připraveni, pomocí tlačítka 'Vyřešit'",,,,"15:21 25/10/2022"
"hint: you can always find a city directory next to a public telelphone",,"Tip: Městský adresář vždy najdete vedle veřejného telefonu",,,,"12:25 27/10/2022"
"hint: you also search for public or visited places by using |controls.notebook|",,"Tip: Veřejná nebo navštívená místa (nebo prozkoumané důkazy) můžete také hledat pomocí |controls.notebook|",,,,"12:32 27/10/2022"
"look around for vents for a potential quick exit 0",,"Rozhlédněte se po ventilačních šachtách pro potenciální rychlý únik",,,,"13:46 01/11/2022"
"look around for vents for a potential quick exit 1",,"Rozhlédněte se po ventilačních šachtách pro potenciální rychlý únik",,,,"14:03 01/11/2022"
"look around for vents for a potential quick exit 2",,"Rozhlédněte se po ventilačních šachtách pro potenciální rychlý únik",,,,"14:03 01/11/2022"
"pick up the sync disk in the mailbox",,"Zvedněte Sync Disk z poštovní schránky",,,,"22:15 12/01/2023"
"what is the full name of the killer?",,"Jaké je celé jméno vraha?",,,,"15:15 27/02/2023"
"arrest the killer",,"Zatkněte vraha",,,,"15:20 27/02/2023"
"do you have evidence that places the killer at a crime scene?",,"Máte důkazy, které umisťují vraha na místo činu?",,,,"15:20 27/02/2023"
"where does the killer live?",,"Kde bydlí vrah?",,,,"15:20 27/02/2023"
"have you located the murder weapon?",,"Našli jste vražednou zbraň?",,,,"15:20 27/02/2023"
