"Game Reference Key","Notes","Displayed Text","Alternate Text","Frequency","Requires Suffix","Misc."
"streetname_body",,"Změnit název této ulice...",,,,"12:55 20/11/2023"
"edit_nocityhall_title",,"Žádná radnice",,,,"15:20 27/11/2023"
"edit_nocityhall_body",,"Vaše město potřebuje radnici, prosím, umístěte ji, než budete pokračovat...",,,,"15:20 27/11/2023"
"edit_nodiner_title",,"Žádná jídelna",,,,"15:20 27/11/2023"
"edit_nodiner_body",,"Vaše město potřebuje jídelnu, prosím, umístěte ji, než budete pokračovat...",,,,"15:20 27/11/2023"
"edit_notenoughresidences_title",,"Nedostatek rezidencí",,,,"15:20 27/11/2023"
"edit_notenoughresidences_body",,"Vaše město potřebuje více budov, které obsahují byty, prosím, umístěte více, než budete pokračovat...",,,,"15:20 27/11/2023"
"edit_notenoughoffices_title",,"Nedostatek kanceláří",,,,"12:24 30/11/2023"
"edit_notenoughoffices_body",,"Vaše město potřebuje alespoň jeden kancelářský prostor, prosím, umístěte budovu, která ho může obsahovat, než budete pokračovat...",,,,"12:24 30/11/2023"
"eula_title",,"Licenční smlouva s koncovým uživatelem",,,,"15:40 30/11/2023"
"eula_body",,"Prosím, přijměte podmínky EULA pro pokračování...",,,,"15:40 30/11/2023"
"accept",,"Přijmout",,,,"15:40 30/11/2023"
"decline",,"Odmítnout",,,,"15:54 30/11/2023"
"incompatible_version_body2",,"Protože město bylo vygenerováno s předchozí verzí hry, nelze ho znovu vytvořit. Prosím, najděte chybějící soubor s daty města.",,,,"15:51 15/01/2024"
"incompatible_version_body3",,"Hra se může pokusit znovu vytvořit data města ze sdílecího kódu obsaženého v uložené hře, ale kvůli rozdílným verzím hry se mohou vyskytnout nesrovnalosti; což může vést k podivným chybám, chování nebo chybám při načítání.\n\nPokud je to možné, doporučuje se zrušit a pokusit se najít původní soubor s daty města, jinak prosím postupujte opatrně.",,,,"15:54 15/01/2024"
"finishcampaignbeforeapartment_title",,"Nelze koupit byt",,,,"16:59 12/02/2024"
"finishcampaignbeforeapartment_body",,"Musíte dokončit kampaň, než si budete moci koupit nový byt...",,,,"16:59 12/02/2024"
"levelupbeforeapartment_title",,"Nízká úroveň sociálního kreditu",,,,"17:01 12/02/2024"
"levelupbeforeapartment_body",,"Musíte zvýšit svou úroveň sociálního kreditu, než vám bude povoleno koupit si byt...",,,,"17:01 12/02/2024"
"cityeditor_loaderror_body",,"Nepodařilo se najít soubor s lokálními daty města, který tato uložená hra používá:",,,,"13:10 23/02/2024"
"cityeditor_loaderror_body2",,"Toto město bylo vygenerováno editorem města, proto ho hra nemůže znovu vytvořit z náhodného semene.",,,,"13:10 23/02/2024"
"cityeditor_loaderror_title",,"Chybí data města",,,,"13:10 23/02/2024"
"onlyonesyncdisk_title",,"Nelze nainstalovat",,,,"15:02 06/03/2024"
"onlyonesyncdisk_body",,"Můžete mít nainstalován pouze jeden synchronizační disk od každého typu.",,,,"15:02 06/03/2024"
"gameloaderror_title",,"Nelze načíst hru",,,,"15:02 19/04/2024"
"gameloaderror_body",,"Hru nelze načíst. To je pravděpodobně způsobeno poškozeným souborem nebo pokusem o načtení z města nebo uložené hry vytvořené mnohem starší verzí hry.",,,,"15:02 19/04/2024"
"citygenerationtimewarning_title",,"To může trvat dlouho...",,,,"17:26 27/08/2024"
"citygenerationtimewarning_body",,"Generování nového města může trvat dlouho! Pokud nechcete čekat, doporučujeme hrát v existujícím městě.",,,,"17:26 27/08/2024"
"ironmansavegame_title",,"Ironman režim",,,,"16:45 15/07/2025"
"ironmansavegame_body",,"S aktivovaným herním režimem 'Ironman' můžete ukládat nebo přepisovat pouze jeden save slot na postavu a město. Chcete nyní uložit do tohoto slotu?",,,,"16:45 15/07/2025"
"saveonexit_title",,"Uložit hru před ukončením?",,,,"17:12 15/07/2025"
"saveonexit_body",,"Chcete před ukončením uložit hru?",,,,"17:12 15/07/2025"
"exit",,"Ukončit",,,,"17:12 15/07/2025"
