"Game Reference Key","Notes","Displayed Text","Alternate Text","Frequency","Requires Suffix","Misc."
"fishlafel",,"Fishlafel",,,,"11:49 05/09/2022"
"mushypeas",,"Kašovitý hrášek",,,,"11:49 05/09/2022"
"crepe",,"Palačinka",,,,"11:49 05/09/2022"
"fishnchipsinbox",,"Ryba a hranolky",,,,"11:49 05/09/2022"
"stinkytofu",,"Smradlavé tofu",,,,"11:49 05/09/2022"
"poutineinbox",,"Poutine",,,,"11:49 05/09/2022"
"takoyaki",,"Takoyaki",,,,"11:49 05/09/2022"
"gyro",,"Gyro",,,,"11:49 05/09/2022"
"bunnychow",,"Bunny Chow",,,,"11:49 05/09/2022"
"bananacue",,"Banana Cue",,,,"11:49 05/09/2022"
"hotdog",,"Hot Dog",,,,"11:49 05/09/2022"
"mugtea",,"Čaj",,,,"11:49 05/09/2022"
"mugcoffee",,"Káva",,,,"11:49 05/09/2022"
"mugempty",,"Prázdný hrnek",,,,"11:49 05/09/2022"
"tinnedfood",,"Konzervované jídlo",,,,"11:49 05/09/2022"
"megamite",,"Mega Mite",,,,"11:49 05/09/2022"
"comb",,"Hřeben",,,,"11:49 05/09/2022"
"cigarbox",,"Krabice na doutníky",,,,"11:49 05/09/2022"
"cigar",,"Doutník",,,,"11:49 05/09/2022"
"synthmilk",,"Synth mléko",,,,"11:49 05/09/2022"
"teapot",,"Čajová konvice",,,,"11:49 05/09/2022"
"pipe",,"Dýmka",,,,"11:49 05/09/2022"
"tobacco",,"Tabák",,,,"11:49 05/09/2022"
"washingupliquid",,"Fizz prostředek na mytí nádobí",,,,"11:49 05/09/2022"
"chilledbeef",,"Synth hovězí maso",,,,"11:49 05/09/2022"
"chilledpork",,"Synth vepřové maso",,,,"11:49 05/09/2022"
"chilledchicken",,"Synth kuřecí maso",,,,"11:49 05/09/2022"
"chessset",,"Šachová souprava",,,,"11:49 05/09/2022"
"knittingneedle",,"Pletací jehlice",,,,"11:49 05/09/2022"
"wool",,"Vlna",,,,"11:49 05/09/2022"
"thread",,"Nit",,,,"11:49 05/09/2022"
"paintbrushcup",,"Šálek",,,,"11:49 05/09/2022"
"paintbrush",,"Malířský štětec",,,,"11:49 05/09/2022"
"pallette",,"Paleta",,,,"11:49 05/09/2022"
"painttube",,"Tuba barvy",,,,"11:49 05/09/2022"
"crumpledpaperdrawing",,"Zmačkaný papír",,,,"11:49 05/09/2022"
"typewriter",,"Psací stroj",,,,"11:49 05/09/2022"
"crumpledpaperwriter",,"Zmačkaný papír",,,,"11:49 05/09/2022"
"inouttray",,"Zásobník",,,,"11:49 05/09/2022"
"plantpot",,"Květináč",,,,"11:49 05/09/2022"
"safe",,"Trezor",,,,"11:49 05/09/2022"
"walkingstick",,"Vycházková hůl",,,,"11:49 05/09/2022"
"opticiansprescription",,"Předpis od optika",,,,"11:49 05/09/2022"
"doctorsprescription",,"Lékařský předpis",,,,"11:49 05/09/2022"
"paintbrushvert",,"Malířský štětec",,,,"11:49 05/09/2022"
"crutch",,"Berle",,,,"11:49 05/09/2022"
"wardrobe",,"Šatní skříň",,,,"11:49 05/09/2022"
"displaycabinetdoor",,"Výstavní skříň",,,,"11:49 05/09/2022"
"kitchenbin",,"Odpadky",,,,"11:49 05/09/2022"
"atriumlight",,"Atriové světlo",,,,"11:49 05/09/2022"
"hanginglight",,"Závěsné světlo",,,,"11:49 05/09/2022"
"cheeseburger",,"Cheeseburger",,,,"11:49 05/09/2022"
"fishnchips",,"Ryba a hranolky",,,,"11:49 05/09/2022"
"poutine",,"Poutine",,,,"11:49 05/09/2022"
"shallowhanginglight",,"Závěsné světlo",,,,"11:49 05/09/2022"
"blueprints",,"Plány",,,,"11:49 05/09/2022"
"interestbookshelf",,"Kniha",,,,"11:49 05/09/2022"
"crumpledpaper",,"Zmačkaný papír",,,,"11:49 05/09/2022"
"ashtrayeatery",,"Popelník",,,,"11:49 05/09/2022"
"ashtrayhome",,"Popelník",,,,"11:49 05/09/2022"
"sharpener",,"Ořezávátko",,,,"11:49 05/09/2022"
"eraser",,"Guma",,,,"11:49 05/09/2022"
"newspaper",,"Noviny",,,,"11:49 05/09/2022"
"applecore",,"Ohryzek jablka",,,,"11:49 05/09/2022"
"screwdriver",,"Šroubovák",,,,"11:49 05/09/2022"
"chocolatebar",,"Škrobová tyčinka",,,,"11:49 05/09/2022"
"plunger",,"Zvon na záchod",,,,"11:49 05/09/2022"
"battery",,"CZ Baterie",,,,"11:49 05/09/2022"
"packingtape",,"Balicí páska",,,,"11:49 05/09/2022"
"chocolatebarwrapper",,"Obal od škrobové tyčinky",,,,"11:49 05/09/2022"
"battery9v",,"Czx2 Baterie",,,,"11:49 05/09/2022"
"soappads",,"Fizz Mýdlové polštářky",,,,"11:49 05/09/2022"
"apple",,"Jablko",,,,"11:49 05/09/2022"
"ducttape",,"Lepicí páska",,,,"11:49 05/09/2022"
"hammer",,"Kladivo",,,,"11:49 05/09/2022"
"toycar",,"Hračka auto",,,,"11:49 05/09/2022"
"vanitystool",,"Stolička",,,,"11:49 05/09/2022"
"crumpledblank",,"Zmačkaný papír",,,,"11:49 05/09/2022"
"crumpledwriting",,"Zmačkaný papír",,,,"11:49 05/09/2022"
"crumpleddrawing",,"Zmačkaný papír",,,,"11:49 05/09/2022"
"croquemonsieur",,"Croque Monsieur",,,,"11:49 05/09/2022"
"yakisobapan",,"Yakisoba Pan",,,,"11:49 05/09/2022"
"opticalcammo",,"Optické maskování",,,,"11:49 05/09/2022"
"handcuffs",,"Pouta",,,,"11:49 05/09/2022"
"doorwedge",,"Zarážka dveří",,,,"11:49 05/09/2022"
"camera",,"Kamera",,,,"11:49 05/09/2022"
"codebreaker",,"Lamač kódů",,,,"11:49 05/09/2022"
"fingerptintscanner",,"Skener otisků prstů",,,,"11:49 05/09/2022"
"fingerprint",,"Otisk prstu",,,,"11:49 05/09/2022"
"hand",,"Ruka",,,,"11:49 05/09/2022"
"bullethole",,"Díra po kulce",,,,"11:49 05/09/2022"
"pistolbulletcasing",,"Vystřelená 8mm nábojnice",,,,"11:49 05/09/2022"
"probationnotice",,"Oznámení o zkušební době",,,,"11:49 05/09/2022"
"adgemsteader",,"Reklama",,,,"11:49 05/09/2022"
"redgumsleaflet1",,"Leták",,,,"11:49 05/09/2022"
"redgumsleaflet2",,"Leták",,,,"11:49 05/09/2022"
"addove",,"Reklama",,,,"11:49 05/09/2022"
"adkensington",,"Reklama",,,,"11:49 05/09/2022"
"shoppinglist",,"Nákupní seznam",,,,"11:49 05/09/2022"
"adstarch",,"Reklama",,,,"11:49 05/09/2022"
"adelgen",,"Reklama",,,,"11:49 05/09/2022"
"candorsubscription",,"Dopis",,,,"11:49 05/09/2022"
"adcandorright",,"Reklama",,,,"11:49 05/09/2022"
"adcandorleft",,"Reklama",,,,"11:49 05/09/2022"
"kolasweepstake",,"Reklama",,,,"11:49 05/09/2022"
"storagebox",,"Úložný box",,,,"11:49 05/09/2022"
"residentroster",,"Seznam obyvatel",,,,"11:49 05/09/2022"
"residentfile",,"Soubor obyvatele",,,,"11:49 05/09/2022"
"telephone",,"Telefon",,,,"11:49 05/09/2022"
"toaster",,"Topinkovač",,,,"11:49 05/09/2022"
"shoepairheels",,"Podpatky",,,,"11:49 05/09/2022"
"shoesingleheel",,"Podpatek",,,,"11:49 05/09/2022"
"coffeemachine",,"Kávovar",,,,"11:49 05/09/2022"
"mokapot",,"Kávová konvice",,,,"11:49 05/09/2022"
"shoepairbasic",,"Boty",,,,"11:49 05/09/2022"
"flowersinvase",,"Květiny ve váze",,,,"11:49 05/09/2022"
"flowerbunch",,"Kytice květin",,,,"11:49 05/09/2022"
"shoepairboots",,"Boty",,,,"11:49 05/09/2022"
"woodencrate",,"Dřevěná bedna",,,,"11:49 05/09/2022"
"cardboardboxmediumopen",,"Kartonová krabice",,,,"11:49 05/09/2022"
"binbagindoors",,"Pytel na odpadky",,,,"11:49 05/09/2022"
"cardboardboxmedium",,"Kartonová krabice",,,,"11:49 05/09/2022"
"cardboardboxsmall",,"Kartonová krabice",,,,"11:49 05/09/2022"
"matchbookstarchcandy",,"Zápalková knížka",,,,"11:49 05/09/2022"
"matchbookmegamite",,"Zápalková knížka",,,,"11:49 05/09/2022"
"matchbookgemsteader",,"Zápalková knížka",,,,"11:49 05/09/2022"
"cardboardboxlarge",,"Kartonová krabice",,,,"11:49 05/09/2022"
"cardboardboxflat",,"Kartonová krabice",,,,"11:49 05/09/2022"
"matchbookstarchkola",,"Zápalková knížka",,,,"11:49 05/09/2022"
"matchbooknoirvodka",,"Zápalková knížka",,,,"11:49 05/09/2022"
"matchbookfizz",,"Zápalková knížka",,,,"11:49 05/09/2022"
"matchbookminutemints",,"Zápalková knížka",,,,"11:49 05/09/2022"
"matchbookholysmokes",,"Zápalková knížka",,,,"11:49 05/09/2022"
"matchbookspartaninsurance",,"Zápalková knížka",,,,"11:49 05/09/2022"
"binbagstreet",,"Pytel na odpadky",,,,"11:49 05/09/2022"
"vintageofficechair",,"Kancelářská židle (vintage)",,,,"11:49 05/09/2022"
"murderweaponsingleton",,"Poloautomatická pistole",,,,"11:49 05/09/2022"
"receipt",,"Účtenka",,,,"11:49 05/09/2022"
"lettergeneral",,"Dopis",,,,"11:49 05/09/2022"
"documentgeneral",,"Dokument",,,,"11:49 05/09/2022"
"adthefields",,"Reklama",,,,"11:49 05/09/2022"
"policesupportflyer",,"Leták",,,,"11:49 05/09/2022"
"policesupportgroup",,"Leták",,,,"11:49 05/09/2022"
"binnote",,"Poznámka",,,,"11:49 05/09/2022"
"applecoremess",,"Ohryzek jablka",,,,"11:49 05/09/2022"
"barrel",,"Sud",,,,"11:49 05/09/2022"
"retailitemnopurchasediscovery",,"Maloobchodní zboží",,,,"11:49 05/09/2022"
"foodtruck",,"Pojízdná jídelna",,,,"11:49 05/09/2022"
"ovenlid",,"Víko trouby",,,,"11:49 05/09/2022"
"telephoneboxdoor",,"Dveře telefonní budky",,,,"11:49 05/09/2022"
"grandfatherclock",,"Stojací hodiny",,,,"11:49 05/09/2022"
"machinery",,"Stroje",,,,"11:49 05/09/2022"
"21ammolarge",,"Pistolové střelivo",,,,"11:49 05/09/2022"
"huntingammo",,"Lovecké střelivo",,,,"11:49 05/09/2022"
"fireextinguisher",,"Hasičský přístroj",,,,"11:49 05/09/2022"
"microwave",,"Mikrovlnná trouba",,,,"11:49 05/09/2022"
"teabox",,"Čajová krabička",,,,"11:49 05/09/2022"
"globe",,"Globus",,,,"11:49 05/09/2022"
"luckycat",,"Šťastná kočka",,,,"11:49 05/09/2022"
"semiautomaticpistol",,"Lazarus 5",,,,"11:49 05/09/2022"
"pistolsilencer",,"Tlumič pistole",,,,"11:49 05/09/2022"
"bamboosteamer",,"Bambusový pařák",,,,"11:49 05/09/2022"
"21ammosmall",,"Pistolové střelivo",,,,"11:49 05/09/2022"
"buckshotammo",,"Brokové střelivo",,,,"11:49 05/09/2022"
"calligraphyset",,"Sada na kaligrafii",,,,"11:49 05/09/2022"
"scentedcandles",,"Voňavé svíčky",,,,"11:49 05/09/2022"
"lantern",,"Lucerna",,,,"11:49 05/09/2022"
"teacup",,"Čajový šálek",,,,"11:49 05/09/2022"
"cuckooclock",,"Kukačkové hodiny",,,,"11:49 05/09/2022"
"309ammo",,"Puškové střelivo",,,,"11:49 05/09/2022"
"shoesinglebasic",,"Bota",,,,"11:49 05/09/2022"
"food_drink","LOC_IGNORE","jídlo_pití",,,,"11:49 05/09/2022"
"syncdisk",,"SyncDisk",,,,"11:49 05/09/2022"
"dustbin",,"Popelnice",,,,"11:49 05/09/2022"
"bedroll",,"Spací pytel",,,,"11:49 05/09/2022"
"handwarmer",,"Ohřívač rukou",,,,"11:49 05/09/2022"
"shantyshack",,"Chatrč",,,,"11:49 05/09/2022"
"streetvendor",,"Pouliční prodejce",,,,"11:49 05/09/2022"
"bin",,"Odpadky",,,,"11:49 05/09/2022"
"wastepaperbasket",,"Odpadkový koš na papír",,,,"11:49 05/09/2022"
"codebreakeractive",,"Lamač kódů (použitý)",,,,"11:49 05/09/2022"
"doorwedgeactive",,"Zarážka dveří (použitá)",,,,"11:49 05/09/2022"
"jobboard",,"Nástěnka s nabídkami práce",,,,"11:49 05/09/2022"
"telephonenumber",,"Telefonní číslo",,,,"11:49 05/09/2022"
"interestbooknonshelfsecret",,"Kniha",,,,"11:49 05/09/2022"
"interestbooknonshelf",,"Kniha",,,,"11:49 05/09/2022"
"lipstick",,"Rtěnka",,,,"11:49 05/09/2022"
"cheatersletter",,"Dopis podvodníka",,,,"11:49 05/09/2022"
"cheaterspoem",,"Báseň podvodníka",,,,"11:49 05/09/2022"
"telephonerouterdoor",,"Dveře",,,,"11:49 05/09/2022"
"printscanner",,"Skener otisků",,,,"11:49 05/09/2022"
"tableclean",,"Čistý stůl",,,,"11:49 05/09/2022"
"telephonerouter",,"Telefonní router",,,,"11:49 05/09/2022"
"powerbox",,"Napájecí skříň",,,,"11:49 05/09/2022"
"calllogs",,"Záznamy hovorů",,,,"11:49 05/09/2022"
"flowersnote",,"Poznámka ke květinám",,,,"11:49 05/09/2022"
"employeephoto",,"Fotografie zaměstnance",,,,"11:49 05/09/2022"
"sealedenvelope",,"Zapečetěná obálka",,,,"11:49 07/11/2022"
"sensitivedocument1",,"Dokument",,,,"11:49 05/09/2022"
"noodlestand",,"Stánek s nudlemi",,,,"11:49 05/09/2022"
"newsstand",,"Novinový stánek",,,,"11:49 05/09/2022"
"flowerbunchaffair",,"Kytice květin",,,,"11:49 05/09/2022"
"chessgroupposter",,"Plakát",,,,"11:49 05/09/2022"
"bookgroupposter",,"Plakát",,,,"11:49 05/09/2022"
"dramagroupposter",,"Plakát",,,,"11:49 05/09/2022"
"botanygroupposter",,"Plakát",,,,"11:49 05/09/2022"
"printedvmailstatic",,"Vytištěný V-Mail",,,,"11:49 05/09/2022"
"retailitempurchasediscovery",,"Maloobchodní zboží",,,,"11:49 05/09/2022"
"redgummeetingnote",,"Poznámka ze schůzky",,,,"11:49 05/09/2022"
"pokergroupposter",,"Plakát",,,,"11:49 05/09/2022"
"chessclubposter",,"Plakát",,,,"11:49 05/09/2022"
"starchkolacrushed",,"Rozdrcená škrobová kola",,,,"11:49 05/09/2022"
"dirtynapkinball",,"Špinavá ubrousek",,,,"11:49 05/09/2022"
"naiwongbaojunk",,"Smetí",,,,"11:49 05/09/2022"
"dirtynapkinflat",,"Špinavá ubrousek",,,,"11:49 05/09/2022"
"friesjunk",,"Smetí",,,,"11:49 05/09/2022"
